stemmed,label
ngasih rating satu aplikasi gojek nyarinya terlalu lama bahkan nyarinya sudah menit masih sekolah biasa pake gojek suka lambat gojek nyari drivernya lama banget,netral
mantap,positif
baik,positif
sangat bantu,positif
tolong kenapa mau beli kuota bisa sih awal emang aku lupa sandi tapi tetep bisa bayar mana lagi buru buruayo dong tolong plis benerin jangan sulit padahal belum update kek gin deh mana bisa transfer bank pula lumayan banget uang top up soal tapi bisa pakai kecewa berat,netral
ko tiap masuk gojek selalu nggk ada sinyal tolong baik min,positif
cepat ramah,positif
ok la gin dulu,netral
ok,netral
ok,netral
terima kasih sangat bantu diasaat butuh,positif
buat is the best banyak promonya ada bagi promo bisa digunakansaran aja tolong donk kasih login hari hadiah poin atau hadiah lainnyaterima kasih,positif
gopinjaman bisa dipakek percuma sudah banyak top up,positif
kasih bintang dulu telah update aplikasi gopaylater bisa laku transaksi padahal limit masih full sudah bayar tagih tepat waktu makin lama aplikasi makin ndak jelas tolong jelas kenapa,netral
bagus,positif
bunga gopay pinjam gede bener,netral
mtap,netral
layan sangat baik,positif
tepat waktu,netral
buka aplikasi gojek selalu gak bisa,netral
sangat bantu,positif
guna gojek kenapa tiba gopay later blokir klo sudah baik baik juga bintang,netral
mantap,positif
good,netral
good,netral
go pinjam sy beku usaha sy jd macetpdhal tagih angsur sy tdk pernah bermasalahbused dah,netral
mantab,netral
good job buat bapak gojek layan yg baik khusus bapak gojek yg baru saja anter stasiun cepat,positif
sangat bantu sekali,positif
mohon usaha atau kembang agar responsif komplain langgan saran agar ada cs telpon ketika ada komplain langgan,netral
mantab aplikasi bantu,positif
ok,netral
okmantap good baik goodluck for you yg buat gojek yg sudah bagus jgn utak atik lagi yaa thank you verry verry much,positif
aplikasi gofood docar sangat bantu,positif
gopay later nya sdh naik limit smpe jt tpi tdk bisa guna percuma jd anak sultan go club nyamalas pakai aplikasi lagitmbh lama makin jelek,negatif
mantap,positif
mantap,positif
discount nya luar biasa biaya transportasi hemat,netral
tolong kenapa gopaylatter gak pernah bisa pake padahal bayar gak pernah telat percuma ngasih fasilitas gak gunaaa gak membantuu,positif
rute goridere selalu lewatin jln kecil banyak polisi tidur hambat cal sebal,netral
ok,netral
ongkir gofood mahal najis jarak deket juga,netral
mantap,positif
penyelmat,netral
kembang lagi apk nya,netral
sya draver hampir jam kasih order tpi vendor yg sama gojek sprti goflet selalu perioritas gak baca komen,netral
awal bintang rasa puas sekarang kasih bintang ganti management ribet banget,positif
aplikasi bagus sering pake kalo mau berangkat sklah,positif
sangat bantu banget,positif
bgus,netral
g bisa d buka ni susah aplikasi gojek nya knp,netral
top,positif
sangat bantu dalam bidang transportasi butuh hari hari masyarakat indonesia,positif
kepada admin gojek mau tanya kenapa akses gopay pinjam status dalam kece trus sudah beberapa hari apakah ngebug,netral
aplikasi buruk map nya suka masalah ngebug,netral
mudah perlu yaa meski sekarang jatang banget ada diskon nya,netral
rugi update app jd tambah ribet mau beli pulsa aj musti toko layan tdk spt dulu gmn kembali dapat setel awal,netral
promo gofood udah jarang potong masing masing store gak bisa gabungin promo toko sama promo voucher yg ada,netral
ongkir gofood makin mahal,netral
mantap,positif
oke,netral
jelek fitur payleter bisa pakai,negatif
baik orang,positif
layan baik makasih,positif
neng klu banyak discontnya,netral
kenapa gopaylater sy dapat guna padahal sy bayar tagih belum jatuh tempo ada tunggak,netral
sangat bantu dg aplikasi cuma hbis update bisa buka jdi kacau pas mau pesan mental bisa,positif
buruk,negatif
layan customer servis sangat buruk sudah hari aju kembali saldo gopay and then apa jadi sampai sekarang saldo gopay return alas mereka hubung tapi saya bisa hubung cek hp mana ngga ada mereka hubung,negatif
hello admin mau coba sampai beberapa hal nih antara moga gojek tetap akses buat siapa tolong admin buat tema gelap buat aplikasi gojek moga aplikasi gojek makin kembang baik banyak minat admin harap ukur aplikasi jangan terlalu besar admin terimakasih,positif
bagus,positif
sekarang makin buruk apk para supir gojek utama mobil selalu tolak langgan tapi g mau mengcansel nya,negatif
sangat manfaat,netral
enak murah,netral
sangat muas dgn pakai gojek,netral
mantap,positif
gojek enk bnr jir naek motor pling murah juga mobil mw nngss murah banget njay mna klo tf atau topup gaada biaya admin we love you gojek,positif
paket ayam bakar enak mantul pokok,netral
dh masuk trs keluar sendiri,netral
trim,netral
suka bgtt pke,positif
knp yah klo driver telpon gak ada pilih buat ngangkat tlpnya cuma bunyi doang,netral
tiap lapor masalah pernah selesai sma cs nya payah apa harus lapor media konsumen apalagi masalah cashback makan sesuai pasti pernah selesai masalah tolong baik lagi layan utama cs nya pernah selesai masalah binggung harus buat lapor seperti apa lagi supaya ditanggepin masalah,positif
apk bagus sangat bantu,positif
aneh pake paylater gojek juga gapernah telat bayar kemarin bayar paylater langsung blokir lol,negatif
alhamdulillah salama gojek selalu antar selamat,netral
makin lemottt pas buka,netral
bagus,positif
ok,netral
pro siraellgbtkarya anak negeri,netral
aplikasi gojek sangat bagus tarik guna perlu seharihari,positif
kenapa gopaylater bisa guna padahal sudah dapat limit sampai juta kan sayang ngak bis pakai,netral
ribet harus je shelter dekat dlu kalau mau jemput drivernya ramah,netral
mantap,positif
goridenya bagus,positif
mahal ongkos,netral
gopay hilangpusat bantu ngebantu sama sekali pagi tungguin gak balik tu gopay,positif
makin updte makin parahbaru aja buka aplikasi malah keluar balik jelas banget,negatif
sudah baikditingkatkan lagi layan baik driver sistem cs nya,positif
kurang simpel rumit cara mes aplikasi sinyal bagus tapi kata jaring eror,positif
bancaan gopaylater bisa lunas waktu ingin selalu bisa bulan depan tgl pas mau bayar uang hasil buat bayar gopaylater lari kepada butuh parah,negatif
aplikasi ada aja drama nya tiba gopaylater blokir lapor aja ada tanggap help donk,negatif
gojek apk nya jelek banget sekarang masa pin gopay salah terus udah ganti pin berapa kali gak bisa bisa walaupun baca hasil gimana sih pake akun punya sendiri aja ribed ribed,negatif
mantap,positif
gotik apakah tak ada lagi,netral
ggak jelas apk nya udah isi gopay k saldo nya ilang gara akun gak pake bulan pas udah selesau verifikasi saldo ilang,netral
hello guna baru langgan plus gimana cara pakai plus gofood sudah beli langgan plus,netral
aplikasi yg mudah hidup,netral
mantapcepat tanggap dgn konsumen,positif
pas,netral
sangat bagus kalau byk diskon hehe,positif
sistem gojek sekarang parah seperti dulu,negatif
sangat bantu,positif
good luck,netral
go tiket ilang mana min,netral
ntap,netral
ok,netral
sangat muas,netral
aplikasi tolol,netral
kren,netral
baguz,netral
mudah segala,netral
good job,netral
good,netral
nyaman banyak promonya,netral
haha malah blokir gopay latter nya ngakak bayar pernah telat tiba blokir ampas,negatif
good,netral
padahal langgan tiap tapi tiba semua promo besar hilang padahal akun teman ada chat juga tanggap,netral
aplikasi nya makin kacau tiap buka beranda selalu nge bug atau kembali sendiri padahal sinyal bagus,positif
aplikasi sangat apik sekaliibisa buat aktivitas lebih mudah ada gojek tapi terkadang ada sedikit kendala jadi tapi untung nya sudah atas terimakasih gojek,positif
harga lebih mahal driver gojek selalu cancel jalan,netral
aplikasi sangat bagus,positif
ok,netral
sangat bantu,positif
email bisa masuk,netral
semua transaksi bisa laku lewat group goto mantap,positif
layan sangat baik moga lebih tingkat lagi klo bisa pakai atribut jaket sesuai aplikator pakai pakai yg rapi serta sepatu terima kasih,positif
kasih bintang tapi tolong dong knp kalo buka apk gojek selalu keluar sendiri apk mau pergi pake gojek jd bisa mohon bantu terima kasih,positif
aku kasih bintang karna ada saldo gratis,netral
sangat bantu,positif
transportasi yg mudah cepat saat urgent,positif
sangat bantu terima kasih,positif
good apk,netral
mantab,netral
jos,netral
baguus,netral
gopaylater gak bisa guna tiba tibasedangkan limit tersediamakin gak jelas,netral
good,netral
bagus,positif
gosend layan abal ksh promo plat k tapi driver nolak berkalilain kali gak usah bikin promo yg drivernya gak mau kerjasamamonyet,netral
gojek makin oke,netral
limit gopay later sekarang makin kecil denda lambat hari besar k limit gabisa pakai beli pulsadata bagus belum limit besar denda lambat hari cuma k limit bisa pakai isi pulsadata,netral
baik cepat layan,positif
bagussss,positif
aplikasi gak bisa buka,netral
gojek baik soal,positif
bagusaman nyamanserta drivernya bagus serasa antar bpk sendiri,positif
bingung sering pakai tpi mengecewakanpesen makan sudh ambil menit lalu dichat telp driver ada respon aplikasi error rugi pesan lama pdhal nambah uang buat segera smpaiperbaiki sistem jawab juga lama sekali bantu bad,positif
sllu puas pakai gojek,positif
gojek makin terdepancepataman terjangkautop,positif
paylater parah tiba gopaylater sy blokir padahal bayar tepat waktu telah laku bayar eh malah akun blokir ada limit jt bs kepake logika nya aneh,negatif
aplikasi susah buka eror terus kecewa,negatif
mantap dah,positif
bagus,positif
sangat bantu,positif
knpa gopaylater bisa pake percuma ada limit nya,netral
bantu sekali dlm kirim usaha kecil kami yg ada lokasi yg lumayan cukup jauh antara rumah store store,positif
baik santai halus,positif
saran buat gojek nih tolong dong ada in seluruh indonesia biar enak jalan nya,netral
duit hilang,netral
sudah nyoba kali kali gopaylatter gopay pinjam selalu gagal trus knp sih gajelas,netral
amanah,netral
kadang lama datang nya,netral
sngt baik se cuma sdikt hrus perbaikim sja,positif
yg penting drivernya ramah sabar aja sih udah oke,netral
menit golek sama menit,netral
lebih cepat respon aplikasi,positif
aplikasi gojekny gak bisa buka,netral
wokeee,netral
urus jalan kirim jd mudahterima kasih gojek,positif
ok,netral
sangat bantu masyarakat indonesia,positif
top,positif
call center tarif mahal,netral
cukup puas,positif
tolong baik banyak lapor customer kalau aplikasi gojekselalu cari dreverdan juga aplikasi sayasudah ondari gojek nya bilang sedang onoff,positif
sayang teman,netral
tiap top up pake tanya pake perangkat lain isi nunggu kode otp masuk,positif
atw sxxca,netral
mau batal pesan eh malah suruh chat sama cs bot udah kali ngajuin batal tapi ngga hubung cs manusia akun resto fake clonning restonya mah ada tapi akun yg order clonningan orang tak tanggung jawab gimana cara jelasinnya kalo hadap cs bot ada dana buat bayar admin cs,netral
sangat muas,netral
aneh sama aplikasi gojek kalau tiap jam pagi dapat driver jauh jauh,netral
fitur top up selalu eror tolong dong baik,positif
makin lama makin aneh udah ada sama sekali promo aplikasi ku udah coba nanya cs malah bot yg jawab,netral
tiap chat driver atau restoran selalu ceklis satupadahal sinyal bagus,positif
best app ever sangat bantu saat lapar,positif
lagi cari driver padahal peta ada driver gocar dekat tapi tetap dapetdapet driver harus driver dekat merespon,netral
bisa meng cancel pesan padahal resto tutup kasi driver nya sudah ter ganti,netral
minim promo gofood nya banyak syarat kalah sama aplikasi si orange food,netral
sen gofood prosedur rumit lamamengabari restoresto siap pesananproses nya ada menit habis nyari drivertotal bisa jam an meski jarak rsto cuma m kalau kamu bilang demi tingkat kualitas layan bohong besarkenyataannya siap siap kehilangam costumer orang sen gojek pengem praktis kalau prosedur rumit lama mending datang langsung warung paham nggaksiap siap tinggal apk belah yg masih pakaincara lama tapi cepet,negatif
kan baru instal apl nyaa ada tulis apl eror kakkk udah kali ttp apl eror,netral
driver gojek keluh order yg dapat sulit sekali dalam minggu cuma dapat order bagaimana sejak baru mana sistem saldo jadi yaitu gopay saja,netral
mantap driver ramah,positif
sangat bagus,positif
kenapa telah nambah limitsekarang malah gomart ku bisa pake paylater yaaada yg tau kenapa solusi donk kakak,netral
sangat bantu,positif
ok,netral
tiap kali transaksi selalu muncul oops ada sedikit ganggu mau komplain gaada livechat isi pandu semua gaada solusi,negatif
baguss banget tapi apa harus pake otp hrsnya pin kode aja,positif
mantaap,netral
sederhana mudah paham,netral
jauh sgt bantu,positif
ok,netral
kasih lagi,netral
kenapa mau ganti nomor selalu bisa,netral
good,netral
sangat baik,positif
top,positif
bagus,positif
the best,netral
haduhhh aplikasi bukan bikin enak malah makin susah masalah dapat pin baru pertama kali coba bilang terlalu banyak coba padahal baru pertama kali coba loh haduhhhh,netral
mantab,netral
bagus sih cuman agak jauh nyari driver nya,positif
bagustingkatkan lagi,positif
apk aneh driver songong udah gitu kalo hujan lama banget nyarinya,netral
driver nyebelin emank bukan pake akun order tapi kan ngeselinminta tips koq maksa emis aja segitunya,netral
mengapa punya gabisa pasang promogojek gajelasmau nya biar hemat malah rugi,netral
mantab,netral
oke masih bisa jadi pilih,netral
aplikasi rusak,netral
apa apann ikut bayar pakai uang buat dapat gratis ongkir malah getok rb kocakk sudah bayar suruh bayar lagi dasar guna balikin uang gofoodplus sayaa,netral
sangat bagus,positif
udah aju banding tetap tolak nomor gak pernah penyalahgunaan aplikasi malah tuduh fixed kalian memang gak guna,netral
alhamdulilah semenjak pake apk gojek gada kendala apk maupun ojol nyakarena lamcar semua thebest banget sii moga makin sukses apk gojekaamiin ojol nya ramah banget stiap mesen kea apk belah,netral
tepat waktu,netral
suka,positif
sudah ada fitur gopay later gopay pinjam nya aplikasi gojek keren ada maju fiturfiturnya benarbenar manfaat,netral
oke,netral
gosendnya busukkk,netral
masalah teroecahkan,netral
mana promonya niy langgan go ride,netral
tiba gopay later gua blokir pdhl prnh tlt byr mnding uninstall aja,negatif
topjods,positif
jelas main blokir pihak,negatif
puas,positif
sejak gopay aplikasi sendiri situ asa sulit jangan ganti manajemenpimpinan ganti pula bijak seperti menteri didik bae bijak gonta ganti,netral
exellent,netral
kenapa telah update bisa koneksi my telkomsel gojek isi pulsa padahal belum update aplikasi selalu lancar sekali tiap hubung tulis sinyal internet offline padahal online sinyal sangat kuat telah coba kali kali malah makin bisa tolong perhati lagi kalau begini percuma isi saldo gopay hanya pakai bayar saja transportasi terlalu butuh sini daerah kami belum ada gojek,positif
